PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,month,day_of_week,day_of_year,AQI_lag_1,AQI_lag_7,PM25_lag_1,City_Chennai,City_Delhi,City_Kolkata,City_Mumbai,season_Post-Monsoon,season_Summer,season_Winter
403.1,520.7,166.1,48.3,201.2,48.6,2.66,54.5,45.5,0.08,0.41,3.99,481.5,8,3,221,345.6,346.9,481.2,False,True,False,False,False,False,False
286.5,591.0,148.9,72.2,90.9,41.0,3.38,48.1,102.4,4.86,17.03,7.91,373.1,8,4,222,481.5,440.2,403.1,False,True,False,False,False,False,False
320.9,406.4,189.0,115.2,98.4,42.7,2.64,4.5,179.7,8.86,9.11,0.49,489.7,8,5,223,373.1,115.2,286.5,False,True,False,False,False,False,False
38.2,492.3,186.6,109.6,209.1,42.5,0.98,4.3,37.3,18.98,16.72,3.59,101.5,8,6,224,489.7,101.6,320.9,False,True,False,False,False,False,False
490.8,539.5,59.3,60.8,103.6,7.4,6.1,99.6,80.8,1.97,22.36,7.72,361.8,8,0,225,101.5,396.4,38.2,False,True,False,False,False,False,False
90.3,268.1,20.7,109.8,89.1,40.9,5.87,36.2,39.0,9.91,13.4,0.92,431.5,8,1,226,361.8,453.2,490.8,False,True,False,False,False,False,False
464.8,580.4,155.8,25.6,205.5,45.6,5.27,2.4,9.5,4.45,27.08,6.33,271.6,8,2,227,431.5,345.6,90.3,False,True,False,False,False,False,False
257.4,398.2,155.8,83.5,16.3,2.5,7.32,93.6,126.2,11.6,7.66,5.58,408.1,8,3,228,271.6,481.5,464.8,False,True,False,False,False,False,False
42.3,39.8,181.5,43.7,11.3,16.1,3.25,78.8,139.0,19.11,21.73,5.43,111.7,8,4,229,408.1,373.1,257.4,False,True,False,False,False,False,False
244.1,65.1,89.5,132.2,217.5,32.0,6.31,91.8,157.7,2.7,23.64,0.38,125.1,8,5,230,111.7,489.7,42.3,False,True,False,False,False,False,False
330.2,139.7,13.6,2.3,2.7,19.7,8.05,86.4,125.1,8.41,5.16,6.05,448.7,8,6,231,125.1,101.5,244.1,False,True,False,False,False,False,False
118.8,463.9,85.1,132.6,135.3,48.0,3.63,11.3,34.9,12.86,14.17,3.2,392.5,8,0,232,448.7,361.8,330.2,False,True,False,False,False,False,False
395.2,139.4,127.7,2.3,30.9,47.5,1.53,15.5,137.3,1.95,22.58,0.33,41.1,8,1,233,392.5,431.5,118.8,False,True,False,False,False,False,False
393.3,403.1,148.8,124.1,163.0,3.5,0.44,45.4,186.7,17.98,3.7,1.11,396.7,8,2,234,41.1,271.6,395.2,False,True,False,False,False,False,False
199.3,499.2,100.4,30.9,82.4,35.1,0.41,38.4,62.4,16.47,24.65,9.24,406.2,8,3,235,396.7,408.1,393.3,False,True,False,False,False,False,False
216.5,468.4,179.8,138.0,60.3,17.0,4.23,83.7,153.8,12.79,6.84,0.42,25.1,8,4,236,406.2,111.7,199.3,False,True,False,False,False,False,False
311.5,521.6,100.0,46.8,247.2,47.3,0.38,34.9,106.9,16.88,17.68,0.25,12.4,8,5,237,25.1,125.1,216.5,False,True,False,False,False,False,False
274.2,438.2,171.9,93.0,195.5,15.3,0.1,2.2,149.3,3.3,18.44,1.74,495.9,8,6,238,12.4,448.7,311.5,False,True,False,False,False,False,False
127.3,111.5,40.6,101.0,55.9,46.4,3.17,38.7,166.3,2.91,19.2,3.49,105.3,8,0,239,495.9,392.5,274.2,False,True,False,False,False,False,False
371.8,347.1,68.0,36.9,184.1,30.5,0.63,69.9,27.0,0.58,20.56,2.73,293.1,8,1,240,105.3,41.1,127.3,False,True,False,False,False,False,False
443.2,410.6,98.4,120.8,33.5,1.8,1.24,13.2,107.0,15.67,28.61,9.69,166.6,8,2,241,293.1,396.7,371.8,False,True,False,False,False,False,False
173.1,150.1,186.4,33.9,89.8,35.5,3.27,45.2,1.4,11.87,29.82,2.43,56.0,8,3,242,166.6,406.2,443.2,False,True,False,False,False,False,False
356.6,502.5,1.6,53.7,207.8,39.0,3.98,14.8,93.9,8.31,11.34,0.35,211.2,8,4,243,56.0,25.1,173.1,False,True,False,False,False,False,False
107.6,224.6,69.6,40.9,181.7,34.6,9.34,60.9,131.0,16.01,13.85,5.19,44.6,8,5,244,211.2,12.4,356.6,False,True,False,False,False,False,False
124.6,591.9,170.2,128.9,30.6,20.1,3.93,55.6,24.5,10.88,8.69,8.12,457.7,9,6,245,44.6,495.9,107.6,False,True,False,False,False,False,False
157.2,394.9,166.0,149.0,49.4,14.9,6.72,20.0,5.1,19.37,1.74,8.71,86.3,9,0,246,457.7,105.3,124.6,False,True,False,False,False,False,False
197.1,130.2,182.5,146.1,185.8,37.7,8.39,34.6,47.8,12.64,5.82,7.49,307.2,9,1,247,86.3,293.1,157.2,False,True,False,False,False,False,False
407.6,351.3,194.4,136.3,231.0,38.9,1.68,35.5,68.0,9.92,26.12,3.59,133.4,9,2,248,307.2,166.6,197.1,False,True,False,False,False,False,False
99.5,176.8,26.8,99.5,144.4,18.7,8.09,15.7,153.1,15.26,29.86959999999999,6.84,435.5,9,3,249,133.4,56.0,407.6,False,True,False,False,False,False,False
389.7,352.9,125.8,49.0,225.7,27.7,1.52,55.2,153.7,2.8,10.16,8.03,92.3,9,4,250,435.5,211.2,99.5,False,True,False,False,False,False,False
97.1,129.6,157.0,11.4,198.4,11.9,1.86,93.9,126.6,0.09,24.44,6.3,318.6,9,5,251,92.3,44.6,389.7,False,True,False,False,False,False,False
324.9,196.0,14.4,145.2,205.8,12.6,2.45,63.9,171.6,0.25,4.2,3.1,259.0,9,6,252,318.6,457.7,97.1,False,True,False,False,False,False,False
429.8,267.8,104.4,112.0,109.4,25.1,9.64,42.8,159.5,14.62,22.96,8.28,102.0,9,0,253,259.0,86.3,324.9,False,True,False,False,False,False,False
151.9,482.9,15.3,138.2,87.6,44.4,3.44,37.5,151.4,17.33,0.34,2.73,207.4,9,1,254,102.0,307.2,429.8,False,True,False,False,False,False,False
159.8,502.4,112.5,114.8,61.2,43.2,5.93,3.8,140.5,9.77,2.85,2.99,414.5,9,2,255,207.4,133.4,151.9,False,True,False,False,False,False,False
197.2,240.3,32.7,144.8,146.1,48.7,8.61,48.6,192.9,9.61,26.54,7.27,372.4,9,3,256,414.5,435.5,159.8,False,True,False,False,False,False,False
455.0,252.6,74.9,10.7,3.9,28.8,9.21,74.5,193.2,19.09,9.35,0.61,313.4,9,4,257,372.4,92.3,197.2,False,True,False,False,False,False,False
335.3,348.1,35.9,74.0,75.1,5.1,3.53,9.3,160.0,13.82,25.24,2.12,185.7,9,5,258,313.4,318.6,455.0,False,True,False,False,False,False,False
437.0,214.5,43.8,144.9,216.9,47.9,7.47,75.0,104.0,12.7,19.1,1.96,18.4,9,6,259,185.7,259.0,335.3,False,True,False,False,False,False,False
23.3,459.1,58.1,53.8,172.3,33.5,2.04,56.6,123.2,13.39,19.5,3.33,79.4,9,0,260,18.4,102.0,437.0,False,True,False,False,False,False,False
255.6,365.3,198.9,72.4,113.6,4.2,1.59,65.1,94.4,16.65,28.99,8.47,251.3,9,1,261,79.4,207.4,23.3,False,True,False,False,False,False,False
7.4,253.4,178.2,78.9,10.9,12.0,6.72,17.9,141.9,17.05,9.5,1.59,206.0,9,2,262,251.3,414.5,255.6,False,True,False,False,False,False,False
407.2,246.2,102.1,58.9,227.8,37.0,6.28,61.1,198.9,0.2,27.74,8.12,261.6,9,3,263,206.0,372.4,7.4,False,True,False,False,False,False,False
200.8,273.0,103.3,121.9,143.2,2.1,2.53,49.1,134.8,19.89,28.8,0.19,384.8,9,4,264,261.6,313.4,407.2,False,True,False,False,False,False,False
302.9,173.1,161.8,101.5,44.5,17.6,8.81,15.2,198.9,9.07,4.83,1.5,229.3,9,5,265,384.8,185.7,200.8,False,True,False,False,False,False,False
407.9,178.1,59.9,89.4,125.8,20.4,5.87,32.8,185.5,19.64,1.5,1.68,371.2,9,6,266,229.3,18.4,302.9,False,True,False,False,False,False,False
52.6,475.6,187.9,23.5,12.0,2.0,9.85,94.4,139.0,9.2,16.96,2.05,431.6,9,0,267,371.2,79.4,407.9,False,True,False,False,False,False,False
173.1,46.9,97.6,70.2,134.6,28.7,3.61,4.5,171.9,19.13,26.41,1.65,375.4,9,1,268,431.6,251.3,52.6,False,True,False,False,False,False,False
490.4,334.7,68.2,148.4,106.9,11.3,8.01,64.7,99.0,0.69,11.06,4.86,264.9,9,2,269,375.4,206.0,173.1,False,True,False,False,False,False,False
134.8,105.8,139.5,122.7,211.3,17.5,0.29,63.2,32.2,5.49,7.21,3.07,117.8,9,3,270,264.9,261.6,490.4,False,True,False,False,False,False,False
407.2,104.1,197.9,89.6,6.1,44.9,0.81,96.9,115.8,15.58,10.4,5.23,128.6,9,4,271,117.8,384.8,134.8,False,True,False,False,False,False,False
54.7,381.1,109.5,76.6,18.3,48.2,3.46,98.3,138.9,5.01,3.27,9.93,467.7,9,5,272,128.6,229.3,407.2,False,True,False,False,False,False,False
189.4,37.6,165.8,112.6,194.5,6.7,4.81,75.8,139.9,9.33,16.01,5.06,283.7,9,6,273,467.7,371.2,54.7,False,True,False,False,False,False,False
346.8,46.3,119.9,83.6,197.3,2.4,5.42,75.9,22.5,8.84,1.93,0.39,414.9,9,0,274,283.7,431.6,189.4,False,True,False,False,False,False,False
316.0,203.0,23.8,79.8,12.6,48.0,8.8,97.9,152.7,3.37,22.87,0.06,37.7,10,1,275,414.9,375.4,346.8,False,True,False,False,True,False,False
230.8,178.8,8.7,39.2,248.674,13.8,1.93,24.2,170.4,1.12,1.32,0.17,109.3,10,2,276,37.7,264.9,316.0,False,True,False,False,True,False,False
133.0,272.7,103.8,60.0,227.8,16.6,6.52,46.8,26.7,19.84,8.38,7.09,454.5,10,3,277,109.3,117.8,230.8,False,True,False,False,True,False,False
210.4,166.0,139.5,95.5,118.8,48.8,3.25,11.2,138.2,4.98,5.93,8.46,397.8,10,4,278,454.5,128.6,133.0,False,True,False,False,True,False,False
432.6,546.9,163.7,11.7,206.5,15.4,6.56,51.4,43.5,0.79,3.44,6.12,211.0,10,5,279,397.8,467.7,210.4,False,True,False,False,True,False,False
141.1,373.7,23.6,1.5,63.7,10.3,5.19,14.9,122.0,3.54,11.28,5.84,34.8,10,6,280,211.0,283.7,432.6,False,True,False,False,True,False,False
425.0,451.2,6.1,26.3,142.1,4.1,0.62,66.5,176.1,16.1,22.05,3.57,52.8,10,0,281,34.8,414.9,141.1,False,True,False,False,True,False,False
4.4,553.3,94.9,21.8,98.0,32.3,5.68,79.3,62.8,1.48,15.76,8.55,287.9,10,1,282,52.8,37.7,425.0,False,True,False,False,True,False,False
452.6,564.2,88.2,109.7,75.3,4.4,2.43,64.7,40.4,12.52,24.4,6.8,258.3,10,2,283,287.9,109.3,4.4,False,True,False,False,True,False,False
49.6,257.0,78.3,109.2,148.9,4.1,0.69,24.0,177.0,9.13,20.14,7.89,63.3,10,3,284,258.3,454.5,452.6,False,True,False,False,True,False,False
478.3,9.1,154.4,24.1,146.1,10.5,4.31,47.7,35.6,15.61,27.93,1.43,116.0,10,4,285,63.3,397.8,49.6,False,True,False,False,True,False,False
385.4,189.8,188.1,136.0,137.8,32.4,6.4,27.4,10.1,11.64,14.55,9.25,229.0,10,5,286,116.0,211.0,478.3,False,True,False,False,True,False,False
17.6,595.8,62.1,81.1,34.0,34.1,3.82,45.7,192.3,7.72,16.25,4.89,35.6,10,6,287,229.0,34.8,385.4,False,True,False,False,True,False,False
273.4,319.6,51.6,4.9,51.4,41.8,1.38,36.7,28.8,18.44,18.38,4.1,21.7,10,0,288,35.6,52.8,17.6,False,True,False,False,True,False,False
456.1,551.5,21.9,115.6,107.0,3.0,7.14,49.8,80.6,5.96,8.14,1.69,467.2,10,1,289,21.7,287.9,273.4,False,True,False,False,True,False,False
120.4,436.6,98.9,17.6,26.4,27.1,2.77,49.5,60.2,18.95,21.14,2.82,93.3,10,2,290,467.2,258.3,456.1,False,True,False,False,True,False,False
335.5,304.3,78.7,40.6,33.6,27.2,9.15,5.9,175.1,1.05,24.07,1.3,178.2,10,3,291,93.3,63.3,120.4,False,True,False,False,True,False,False
410.4,49.9,120.2,65.0,23.9,1.7,1.75,55.8,118.3,14.2,25.35,6.01,428.8,10,4,292,178.2,116.0,335.5,False,True,False,False,True,False,False
310.3,53.3,76.2,6.1,185.2,49.7,4.98,68.1,130.9,1.03,14.52,3.74,357.1,10,5,293,428.8,229.0,410.4,False,True,False,False,True,False,False
291.1,416.4,82.1,77.5,232.6,36.4,9.11,4.8,189.9,14.57,7.64,1.95,313.3,10,6,294,357.1,35.6,310.3,False,True,False,False,True,False,False
232.8,451.3,96.2,91.2,25.9,18.5,0.0,78.3,33.8,1.36,27.19,4.64,290.9,10,0,295,313.3,21.7,291.1,False,True,False,False,True,False,False
328.8,583.5,94.4,31.3,204.8,46.7,8.55,10.1,92.9,10.53,8.71,8.9,30.3,10,1,296,290.9,467.2,232.8,False,True,False,False,True,False,False
440.2,212.8,64.0,66.7,204.6,6.7,6.17,47.4,164.7,12.63,15.3,4.98,200.6,10,2,297,30.3,93.3,328.8,False,True,False,False,True,False,False
228.3,531.4,89.7,99.5,187.2,31.3,3.65,13.1,115.2,12.82,20.68,0.08,171.9,10,3,298,200.6,178.2,440.2,False,True,False,False,True,False,False
258.0,458.8,56.1,39.7,214.2,49.5,1.75,25.8,74.6,17.31,1.74,5.29,278.3,10,4,299,171.9,428.8,228.3,False,True,False,False,True,False,False
77.3,122.1,189.6,58.7,207.7,39.0,2.66,52.7,10.0,14.89,23.76,0.47,112.7,10,5,300,278.3,357.1,258.0,False,True,False,False,True,False,False
278.7,172.0,80.5,78.2,232.8,13.0,6.36,77.2,19.8,8.99,3.19,8.07,34.0,10,6,301,112.7,313.3,77.3,False,True,False,False,True,False,False
367.2,18.3,94.3,129.1,221.2,29.4,8.18,47.8,168.6,19.22,5.65,2.49,99.1,10,0,302,34.0,290.9,278.7,False,True,False,False,True,False,False
471.7,578.6,98.4,48.3,159.8,22.6,5.55,91.2,144.4,13.31,10.02,6.48,165.2,10,1,303,99.1,30.3,367.2,False,True,False,False,True,False,False
392.9,573.1,93.8,19.1,110.6,7.5,5.82,93.7,87.5,11.01,9.56,2.65,246.2,10,2,304,165.2,200.6,471.7,False,True,False,False,True,False,False
425.0,131.1,99.9,80.2,155.6,18.8,8.29,85.7,110.0,14.42,22.76,7.8,285.1,10,3,305,246.2,171.9,392.9,False,True,False,False,True,False,False
117.6,561.1,87.7,136.1,13.5,22.3,9.29,21.5,157.6,12.7,9.36,0.55,65.0,11,4,306,285.1,278.3,425.0,False,True,False,False,True,False,False
131.4,498.0,84.6,140.8,214.1,36.6,7.39,38.2,191.4,9.17,12.98,5.52,441.6,11,5,307,65.0,112.7,117.6,False,True,False,False,True,False,False
461.5,297.8,186.0,136.3,236.3,17.9,1.9,43.4,136.8,3.54,1.99,3.27,66.7,11,6,308,441.6,34.0,131.4,False,True,False,False,True,False,False
79.6,444.0,174.7,12.9,133.5,15.7,5.59,63.2,87.7,0.98,25.03,9.3,425.1,11,0,309,66.7,99.1,461.5,False,True,False,False,True,False,False
161.8,524.7,13.1,92.8,185.7,29.0,2.71,29.0,39.1,17.49,19.21,0.46,120.9,11,1,310,425.1,165.2,79.6,False,True,False,False,True,False,False
3.8,308.1,18.2,76.8,70.3,28.9,1.2,70.9,196.4,4.83,24.83,7.78,287.3,11,2,311,120.9,246.2,161.8,False,True,False,False,True,False,False
56.7,375.8,153.3,73.6,106.9,43.5,5.0,59.5,153.8,5.9,4.55,8.17,145.8,11,3,312,287.3,285.1,3.8,False,True,False,False,True,False,False
47.7,373.4,1.3,57.8,172.3,10.7,9.17,85.3,181.6,5.35,23.08,4.29,349.3,11,4,313,145.8,65.0,56.7,False,True,False,False,True,False,False
281.5,229.5,156.1,43.4,207.0,44.5,4.35,81.1,65.6,12.09,1.65,7.02,328.3,11,5,314,349.3,441.6,47.7,False,True,False,False,True,False,False
127.3,108.5,111.1,41.6,15.9,46.0,1.22,6.4,92.3,19.2,11.38,4.87,390.0,11,6,315,328.3,66.7,281.5,False,True,False,False,True,False,False
82.9,218.4,29.9,59.0,9.3,28.8,9.96,99.0,132.2,13.4,5.73,5.26,399.7,11,0,316,390.0,425.1,127.3,False,True,False,False,True,False,False
117.9,498.6,48.0,110.0,101.0,38.0,3.88,17.9,174.6,5.9,26.36,4.01,81.0,11,1,317,399.7,120.9,82.9,False,True,False,False,True,False,False
492.3,411.6,96.5,141.9,217.1,45.6,4.76,87.4,170.5,12.47,21.95,3.44,61.6,11,2,318,81.0,287.3,117.9,False,True,False,False,True,False,False
180.3,31.7,123.1,96.8,243.3,4.2,5.88,64.6,82.1,18.5,20.4,6.52,352.1,11,3,319,61.6,145.8,492.3,False,True,False,False,True,False,False
161.0,117.9,157.1,30.5,176.4,11.3,2.94,20.6,37.0,10.67,29.46,7.28,480.2,11,4,320,352.1,349.3,180.3,False,True,False,False,True,False,False
36.2,12.3,31.1,124.4,222.4,44.4,1.01,79.3,110.9,3.94,21.94,7.38,173.0,11,5,321,480.2,328.3,161.0,False,True,False,False,True,False,False
182.5,323.2,82.6,48.0,188.6,36.5,3.16,9.6,69.9,4.36,16.45,3.44,172.2,11,6,322,173.0,390.0,36.2,False,True,False,False,True,False,False
22.2,294.9,193.2,77.9,44.5,5.4,8.54,98.1,152.2,18.33,20.56,2.5,142.6,11,0,323,172.2,399.7,182.5,False,True,False,False,True,False,False
158.6,296.2,175.0,78.0,179.2,45.8,2.26,6.1,189.5,15.07,27.92,4.28,215.4,11,1,324,142.6,81.0,22.2,False,True,False,False,True,False,False
132.7,155.5,100.0,104.8,90.7,21.8,1.07,38.1,12.2,18.02,27.38,8.66,244.4,11,2,325,215.4,61.6,158.6,False,True,False,False,True,False,False
317.8,299.2,167.2,52.4,215.0,37.6,6.1,90.6,101.6,13.93,18.48,0.59,205.5,11,3,326,244.4,352.1,132.7,False,True,False,False,True,False,False
404.9,384.1,117.9,74.7,244.3,9.8,1.45,35.9,125.4,6.9,27.57,5.46,463.0,11,4,327,205.5,480.2,317.8,False,True,False,False,True,False,False
478.3,181.6,127.8,54.4,129.5,37.8,5.36,37.8,84.9,5.24,11.75,9.94,309.0,11,5,328,463.0,173.0,404.9,False,True,False,False,True,False,False
123.6,564.4,147.0,97.6,138.0,19.8,7.1,0.6,118.5,6.22,13.17,2.91,404.2,11,6,329,309.0,172.2,478.3,False,True,False,False,True,False,False
120.2,285.9,27.5,24.2,160.3,35.6,4.48,73.0,100.3,16.24,13.03,2.67,105.5,11,0,330,404.2,142.6,123.6,False,True,False,False,True,False,False
186.9,239.2,90.3,8.4,15.0,22.8,5.3,26.0,132.4,5.28,25.35,3.42,395.9,11,1,331,105.5,215.4,120.2,False,True,False,False,True,False,False
133.9,388.4,111.4,147.1,23.3,27.0,0.42,31.5,82.0,9.52,18.44,9.31,353.7,11,2,332,395.9,244.4,186.9,False,True,False,False,True,False,False
409.3,88.3,51.0,130.5,204.6,48.6,8.91,19.9,123.1,9.84,8.21,0.33,278.9,11,3,333,353.7,205.5,133.9,False,True,False,False,True,False,False
168.4,490.0,28.4,131.6,80.2,35.8,4.08,81.7,32.4,7.99,0.78,4.5,292.6,11,4,334,278.9,463.0,409.3,False,True,False,False,True,False,False
308.5,400.4,197.7,18.6,183.1,30.3,9.93,38.2,158.0,19.11,22.51,6.17,322.3,11,5,335,292.6,309.0,168.4,False,True,False,False,True,False,False
222.7,19.5,124.9,68.7,133.8,48.7,1.55,70.2,100.8,19.27,21.2,1.75,41.4,12,6,336,322.3,404.2,308.5,False,True,False,False,False,False,True
231.5,207.5,156.4,57.7,175.3,19.3,1.04,92.5,152.4,14.78,26.21,6.82,71.0,12,0,337,41.4,105.5,222.7,False,True,False,False,False,False,True
39.9,194.2,192.5,132.5,41.1,32.1,4.94,67.2,183.6,7.22,26.18,1.84,492.4,12,1,338,71.0,395.9,231.5,False,True,False,False,False,False,True
15.1,115.1,1.4,12.8,232.0,44.7,2.48,79.7,187.2,1.63,8.47,2.86,497.9,12,2,339,492.4,353.7,39.9,False,True,False,False,False,False,True
30.8,195.2,31.6,119.6,104.9,31.4,4.6,29.5,131.2,17.14,10.69,9.53,91.2,12,3,340,497.9,278.9,15.1,False,True,False,False,False,False,True
277.0,140.0,156.1,105.1,153.0,43.0,1.45,54.4,27.9,19.09,22.41,0.2,442.3,12,4,341,91.2,292.6,30.8,False,True,False,False,False,False,True
257.3,99.0,148.1,145.2,63.5,26.6,8.07,79.2,88.4,8.18,14.02,7.42,91.9,12,5,342,442.3,322.3,277.0,False,True,False,False,False,False,True
374.7,372.8,163.7,145.5,52.3,28.0,7.47,85.5,74.0,16.44,8.35,6.25,383.2,12,6,343,91.9,41.4,257.3,False,True,False,False,False,False,True
332.0,294.6,184.2,148.3,138.7,37.6,3.59,51.0,29.0,18.09,2.12,8.5,60.9,12,0,344,383.2,71.0,374.7,False,True,False,False,False,False,True
121.7,124.5,177.1,72.5,98.4,31.3,6.05,66.1,183.6,4.46,18.74,2.71,142.2,12,1,345,60.9,492.4,332.0,False,True,False,False,False,False,True
15.6,123.6,186.1,139.4,225.6,28.5,9.84,29.9,60.0,19.27,26.34,6.17,322.6,12,2,346,142.2,497.9,121.7,False,True,False,False,False,False,True
326.4,438.9,27.3,87.2,37.1,43.3,5.66,42.4,139.6,6.33,8.28,7.96,469.2,12,3,347,322.6,91.2,15.6,False,True,False,False,False,False,True
79.3,387.1,41.3,111.3,28.8,11.0,2.05,59.4,84.3,5.96,19.65,2.63,105.5,12,4,348,469.2,442.3,326.4,False,True,False,False,False,False,True
465.9,102.5,86.3,75.0,35.2,30.2,4.72,19.5,190.9,9.86,4.94,4.13,214.6,12,5,349,105.5,91.9,79.3,False,True,False,False,False,False,True
365.2,317.7,8.1,122.3,116.2,21.0,5.39,37.6,38.6,10.93,22.49,9.8,160.4,12,6,350,214.6,383.2,465.9,False,True,False,False,False,False,True
153.3,114.7,131.2,50.5,232.1,14.8,1.13,31.9,85.5,6.21,8.76,9.31,184.3,12,0,351,160.4,60.9,365.2,False,True,False,False,False,False,True
194.0,360.3,59.8,48.6,54.8,48.1,3.57,41.8,118.9,0.09,18.92,6.13,450.6,12,1,352,184.3,142.2,153.3,False,True,False,False,False,False,True
252.9,32.0,36.8,79.0,0.6,47.4,9.7,87.5,167.1,17.03,13.66,8.28,5.8,12,2,353,450.6,322.6,194.0,False,True,False,False,False,False,True
90.8,360.6,149.6,106.1,110.2,43.6,7.62,27.2,35.8,14.02,23.18,8.87,125.1,12,3,354,5.8,469.2,252.9,False,True,False,False,False,False,True
41.1,236.1,179.8,63.3,11.9,27.2,5.8,90.3,163.9,19.79,21.92,4.15,251.5,12,4,355,125.1,105.5,90.8,False,True,False,False,False,False,True
92.8,391.6,52.4,58.9,230.6,44.1,5.24,92.8,48.3,9.15,20.55,4.74,405.2,12,5,356,251.5,214.6,41.1,False,True,False,False,False,False,True
228.6,235.0,196.9,16.8,94.2,9.2,4.13,8.5,3.5,19.69,1.39,2.03,101.5,12,6,357,405.2,160.4,92.8,False,True,False,False,False,False,True
391.9,90.1,84.6,142.7,113.2,19.8,1.22,49.8,77.6,7.77,1.19,4.69,190.3,12,0,358,101.5,184.3,228.6,False,True,False,False,False,False,True
263.4,219.3,20.8,133.1,133.4,1.9,7.37,32.1,35.5,2.0,11.56,6.84,421.3,12,1,359,190.3,450.6,391.9,False,True,False,False,False,False,True
450.6,333.4,110.5,144.7,210.9,32.4,5.84,93.2,26.9,0.72,7.35,2.32,406.0,12,2,360,421.3,5.8,263.4,False,True,False,False,False,False,True
249.8,303.4,14.2,144.3,32.4,29.4,8.35,28.3,185.8,14.57,28.83,0.87,215.1,12,3,361,406.0,125.1,450.6,False,True,False,False,False,False,True
319.0,527.9,85.2,54.3,240.6,24.0,7.45,7.0,156.0,2.14,29.11,6.1,53.7,12,4,362,215.1,251.5,249.8,False,True,False,False,False,False,True
377.0,567.7,89.8,93.8,199.5,13.2,0.66,18.4,187.7,17.82,6.96,9.25,364.0,12,5,363,53.7,405.2,319.0,False,True,False,False,False,False,True
70.4,96.5,81.7,125.6,131.3,27.2,1.2,6.6,4.4,8.6,10.23,1.46,83.1,12,6,364,364.0,101.5,377.0,False,True,False,False,False,False,True
85.7,338.0,158.3,49.6,78.1,26.6,9.73,88.4,2.7,7.31,26.75,8.08,478.9,12,0,365,83.1,190.3,70.4,False,True,False,False,False,False,True
371.2,61.7,14.6,130.7,159.1,45.9,7.02,76.4,40.0,7.99,5.71,0.36,61.5,12,1,366,478.9,421.3,85.7,False,True,False,False,False,False,True
308.5,199.9,45.4,144.2,156.1,49.7,0.34,40.8,197.1,3.72,12.86,4.43,82.2,1,3,8,493.6,174.4,121.4,False,False,True,False,False,False,True
172.4,142.6,142.3,71.3,111.4,26.7,1.27,11.2,86.7,7.34,21.28,1.14,5.9,1,4,9,82.2,139.8,308.5,False,False,True,False,False,False,True
415.5,586.8,18.3,138.5,100.0,47.7,4.33,59.6,59.2,19.8,18.38,0.1,446.7,1,5,10,5.9,491.8,172.4,False,False,True,False,False,False,True
340.3,457.5,116.0,148.7,159.7,9.2,6.18,60.6,59.5,17.57,18.41,2.67,168.6,1,6,11,446.7,119.5,415.5,False,False,True,False,False,False,True
44.1,533.8,170.5,34.1,75.2,27.7,7.51,50.7,19.7,18.91,27.86,0.42,475.9,1,0,12,168.6,473.1,340.3,False,False,True,False,False,False,True
155.0,353.5,133.8,48.9,73.2,34.3,9.64,11.2,86.6,14.1,21.8,5.33,168.9,1,1,13,475.9,15.0,44.1,False,False,True,False,False,False,True
93.6,283.7,49.3,35.6,14.5,14.7,3.79,42.8,85.2,12.7,23.66,5.51,89.7,1,2,14,168.9,493.6,155.0,False,False,True,False,False,False,True
63.1,121.1,37.5,8.3,68.8,27.9,3.54,5.6,171.2,14.36,9.02,0.81,464.6,1,3,15,89.7,82.2,93.6,False,False,True,False,False,False,True
42.1,279.2,32.5,74.1,173.4,35.0,4.72,82.4,169.0,0.57,8.74,7.23,255.0,1,4,16,464.6,5.9,63.1,False,False,True,False,False,False,True
475.3,296.7,119.5,70.6,130.0,39.1,8.12,97.8,59.1,6.15,10.46,9.45,234.2,1,5,17,255.0,446.7,42.1,False,False,True,False,False,False,True
408.7,407.1,6.2,70.4,242.6,45.6,0.4,97.0,94.0,18.22,4.43,6.1,224.7,1,6,18,234.2,168.6,475.3,False,False,True,False,False,False,True
58.6,534.5,91.6,6.5,42.0,47.9,1.92,64.1,171.6,8.65,14.47,8.78,467.9,1,0,19,224.7,475.9,408.7,False,False,True,False,False,False,True
394.8,356.9,31.4,108.2,137.9,33.0,9.2,11.3,188.0,5.53,29.17,5.41,207.0,1,1,20,467.9,168.9,58.6,False,False,True,False,False,False,True
96.1,514.2,160.0,57.8,35.7,36.7,1.08,69.3,155.2,14.08,13.93,3.76,440.5,1,2,21,207.0,89.7,394.8,False,False,True,False,False,False,True
247.5,112.7,108.0,5.3,16.4,26.4,1.01,35.7,163.7,6.78,14.98,4.06,85.0,1,3,22,440.5,464.6,96.1,False,False,True,False,False,False,True
437.7,541.7,83.8,91.2,88.0,44.1,6.09,2.6,17.6,19.0,23.61,7.08,87.5,1,4,23,85.0,255.0,247.5,False,False,True,False,False,False,True
141.5,208.7,172.3,79.3,191.1,8.0,5.06,27.3,20.2,2.57,20.44,5.16,130.4,1,5,24,87.5,234.2,437.7,False,False,True,False,False,False,True
113.3,432.1,67.7,3.6,95.5,27.4,7.8,91.8,48.3,11.02,3.24,5.89,119.2,1,6,25,130.4,224.7,141.5,False,False,True,False,False,False,True
